composition_key,n_elements,sources,canonical_phase,has_conflict,borg_label,pei_label,peivaste_label,borg_raw_label,pei_raw_label,peivaste_raw_label,borg_processing,borg_doi,source_row_ids
Al0.0995Co0.2865Cu0.0995Fe0.1627Ni0.3519,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6986
Al0.0995Cu0.0597Ni0.3980Si0.0050Ti0.1592Zr0.2786,6,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:2740
Al0.0999Co0.1943Cu0.1753Fe0.2864Ni0.2441,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:6942
Al0.0999Nb0.2001Ta0.1599Ti0.3000V0.0399Zr0.2001,6,borg2020,BCC,0,BCC,,,BCC,,,OTHER,10.1007/s11837-014-1066-0,borg2020:39
Al0.1000Ce0.1625Co0.2500La0.1625Pd0.1625Pr0.1625,6,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:2795
Al0.1000Ce0.5700Cu0.1550Nb0.0500Ni0.1250,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:2723
Al0.1000Ce0.6000Cu0.2000Ni0.1000,4,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:3895
Al0.1000Ce0.6500Cu0.1000Nb0.0500Ni0.1000,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:2756
Al0.1000Ce0.6800Cu0.2000Fe0.0200,4,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:3914
Al0.1000Ce0.7000Cu0.1000Ni0.1000,4,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:3737
Al0.1000Ce0.7000Cu0.2000,3,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:3030
Al0.1000Co0.0200Cu0.2500Fe0.0100Hf0.1000Ni0.0700Ti0.0400Y0.0100Zr0.4000,9,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:3012
Al0.1000Co0.1000Cr0.1000Cu0.1000Fe0.1000Mn0.1000Mo0.1000Ni0.1000Ti0.1000V0.1000,10,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:435
Al0.1000Co0.1000Cr0.1000Cu0.1000Fe0.1000Mo0.1000Ni0.1000Ti0.1000V0.1000Zn0.1000,10,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:457
Al0.1000Co0.1500Cr0.2000Fe0.1500Mn0.2000Ni0.1000V0.1000,7,pei2020;peivaste,multi-phase,0,,multi-phase,multi-phase,,multi-phase,IM,,,pei2020:708;peivaste:103
Al0.1000Co0.1800Cr0.1800Fe0.1800Mn0.1800Ni0.1800,6,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:1433
Al0.1000Co0.2000Cr0.1000Fe0.2600Mn0.1400Ni0.1000Ti0.1000,7,peivaste,multi-phase,0,,,multi-phase,,,FCC+IM,,,peivaste:4906
Al0.1000Co0.2000Cr0.2000Cu0.1000Fe0.2000Ni0.2000,6,pei2020;peivaste,,1,,multi-phase,FCC,,multi-phase,FCC,,,pei2020:661;peivaste:10
Al0.1000Co0.2000Cr0.2000Fe0.2000Mo0.1000Ni0.2000,6,borg2020;peivaste,,1,multi-phase,,FCC,FCC+Sec.,,FCC,CAST,10.1007/s11837-013-0753-6,borg2020:63;peivaste:2032
Al0.1000Co0.2000Cr0.2000Fe0.2000Ni0.2000Ti0.1000,6,borg2020;peivaste,multi-phase,0,multi-phase,,multi-phase,other,,BCC+FCC,,10.1016/j.jallcom.2018.01.247,borg2020:226;peivaste:1382
Al0.1000Co0.2000Cu0.2500Fe0.2000Ni0.2500,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:10506
Al0.1000Co0.2000Fe0.2000Mn0.2000Ni0.2000Ti0.1000,6,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:4355
Al0.1000Co0.2100Cr0.1800Fe0.3600Ni0.1500,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:1486
Al0.1000Co0.2500Cr0.0800Fe0.1500Ni0.3600Ti0.0600,6,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:1262
Al0.1000Co0.2500Fe0.2500Ni0.2500Ti0.1500,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:4195
Al0.1000Co0.3000Cr0.2000Fe0.3500Ni0.0500,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:3596
Al0.1000Cr0.1800Fe0.3600Mn0.2100Ni0.1500,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:4178
Al0.1000Cr0.2000Nb0.2000Ti0.4000V0.1000,5,borg2020;peivaste,,1,multi-phase,,BCC,BCC+Laves,,BCC,ANNEAL,10.1016/j.matlet.2016.11.030,borg2020:96;peivaste:1098
Al0.1000Cu0.0500Ni0.4000Ti0.1650Zr0.2850,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:2745
Al0.1000Cu0.0500Ni0.4000Ti0.1700Zr0.2800,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:2739
Al0.1000Cu0.0600Ni0.4000Ti0.1600Zr0.2800,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:2741
Al0.1000Cu0.1000Fe0.1000Nd0.6000Ni0.1000,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:3837
Al0.1000Cu0.1540Nb0.0500Ni0.1260Zr0.5700,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:4005
Al0.1000Cu0.1600Fe0.0400Nd0.6000Ni0.1000,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:3829
Al0.1000Cu0.1800Fe0.0200Nd0.6000Ni0.1000,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:3883
Al0.1000Cu0.2000Gd0.6000Ni0.1000,4,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:3978
Al0.1000Cu0.2000Nd0.6000Ni0.1000,4,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:2726
Al0.1000Cu0.2000Ni0.0800Ti0.0500Zr0.5700,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:2763
Al0.1000Cu0.2000Ni0.1000Pr0.6000,4,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:2728
Al0.1000Cu0.2000Ni0.7000,3,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:3992
Al0.1000Fe0.9000,2,pei2020;peivaste,BCC,0,,BCC,BCC,,bcc,BCC,,,pei2020:2;peivaste:471
Al0.1000Hf0.9000,2,pei2020;peivaste,BCC,0,,BCC,BCC,,bcc,BCC,,,pei2020:3;peivaste:472
Al0.1000Nb0.2000Ta0.1600Ti0.3000V0.0400Zr0.2000,6,pei2020;peivaste,,1,,multi-phase,BCC,,multi-phase,BCC,,,pei2020:680;peivaste:360
Al0.1000Ni0.4500Ti0.2000Zr0.2500,4,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:2738
Al0.1000Ni0.9000,2,pei2020;peivaste,FCC,0,,FCC,FCC,,fcc,FCC,,,pei2020:285;peivaste:748
Al0.1000Pd0.9000,2,pei2020;peivaste,FCC,0,,FCC,FCC,,fcc,FCC,,,pei2020:286;peivaste:749
Al0.1000Ti0.9000,2,pei2020;peivaste,BCC,0,,BCC,BCC,,bcc,BCC,,,pei2020:4;peivaste:473
Al0.1000W0.9000,2,pei2020;peivaste,BCC,0,,BCC,BCC,,bcc,BCC,,,pei2020:5;peivaste:474
Al0.1001Co0.1800Cr0.1800Fe0.1800Mn0.1800Ni0.1800,6,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:4488
Al0.1001Co0.1942Cu0.1752Fe0.2863Ni0.2442,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:8335
Al0.1001Co0.2498Cr0.0799Fe0.1501Ni0.3600Ti0.0601,6,borg2020,multi-phase,0,multi-phase,,,other,,,CAST,10.1007/s11837-015-1484-7,borg2020:175
Al0.1001Cr0.0900Fe0.3600Mn0.3600Ni0.0900,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:4243
Al0.1001Cr0.1201Fe0.3500Mn0.2300Ni0.1999,5,borg2020,FCC,0,FCC,,,FCC,,,WROUGHT,10.1016/j.msea.2019.05.056,borg2020:254
Al0.1005Co0.0876Cr0.3943Cu0.3108Ni0.1069,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7275
Al0.1005Co0.3316Cr0.1633Cu0.1250Fe0.2796,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7515
Al0.1007Co0.1799Cr0.1799Fe0.1799Mn0.1799Ni0.1799,6,borg2020;peivaste,multi-phase,0,multi-phase,,multi-phase,FCC+BCC,,BCC+FCC,CAST,10.1016/j.actamat.2013.09.037,borg2020:16;peivaste:1854
Al0.1009Co0.0879Cr0.3936Cu0.3107Ni0.1069,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8893
Al0.1009Co0.3317Cr0.1628Cu0.1249Fe0.2797,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9428
Al0.1010Co0.1470Cr0.1030Cu0.4570Ni0.1920,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8576
Al0.1010Co0.2930Cr0.1300Fe0.1690Ni0.3070,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9048
Al0.1011Co0.1191Cr0.3514Cu0.2833Ni0.1451,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8864
Al0.1011Co0.1193Cr0.3510Cu0.2834Ni0.1452,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7259
Al0.1011Co0.2247Cr0.2247Fe0.2247Ni0.2247,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:3147
Al0.1012Co0.1468Cr0.1032Cu0.4568Ni0.1920,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5959
Al0.1012Co0.2929Cr0.1302Fe0.1689Ni0.3068,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6481
Al0.1015Co0.3071Cr0.1284Fe0.1396Ni0.3233,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6477
Al0.1016Co0.2399Cu0.1363Fe0.2191Ni0.3031,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7038
Al0.1019Co0.2627Cu0.1159Fe0.1898Ni0.3297,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8163
Al0.1019Co0.2627Cu0.1160Fe0.1895Ni0.3299,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6972
Al0.1020B0.0099C0.0178Cu0.1545N0.0099Ni0.1267Zr0.5792,7,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:3791
Al0.1020Co0.0576Cr0.3232Fe0.4408Ni0.0764,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:6748
Al0.1020Co0.1450Cu0.2150Fe0.3530Ni0.1850,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:8358
Al0.1020Co0.2400Cu0.1360Fe0.2190Ni0.3030,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9302
Al0.1020Co0.3070Cr0.1280Fe0.1400Ni0.3230,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9965
Al0.1020Cr0.2041Fe0.3061Mn0.2041Ni0.1837,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:230
Al0.1021Co0.2182Cu0.1752Fe0.2232Ni0.2813,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8983
Al0.1021Co0.3083Cr0.1902Cu0.1431Fe0.2563,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8149
Al0.1023Co0.1446Cu0.2152Fe0.3530Ni0.1850,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:6889
Al0.1023Co0.2183Cu0.1750Fe0.2232Ni0.2812,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5784
Al0.1023Co0.3083Cr0.1905Cu0.1426Fe0.2564,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7501
Al0.1026Co0.2153Cu0.1573Fe0.2531Ni0.2717,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:6957
Al0.1026Co0.3286Cu0.0623Fe0.1014Ni0.4051,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7020
Al0.1026Cr0.2051Fe0.1026Mg0.1026Ni0.4872,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:420
Al0.1027Cr0.1103Cu0.0835Fe0.3986Ni0.3049,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7895
Al0.1028Co0.1203Cr0.1055Cu0.5106Ni0.1608,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5945
Al0.1029Co0.1625Cu0.1684Fe0.3574Ni0.2087,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:5766
Al0.1029Cr0.1099Cu0.0839Fe0.3986Ni0.3047,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9107
Al0.1030Co0.0880Cu0.2630Fe0.4330Ni0.1130,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9516
Al0.1030Co0.1200Cr0.1050Cu0.5110Ni0.1610,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8628
Al0.1030Co0.2150Cu0.1570Fe0.2530Ni0.2720,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:9039
Al0.1030Co0.3290Cu0.0620Fe0.1010Ni0.4050,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9111
Al0.1031Co0.1021Cu0.2482Fe0.4124Ni0.1341,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8714
Al0.1031Co0.1622Cu0.1682Fe0.3574Ni0.2092,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:8957
Al0.1033Co0.0875Cu0.2628Fe0.4334Ni0.1129,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6922
Al0.1033Co0.1024Cu0.2482Fe0.4117Ni0.1344,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6913
Al0.1035Co0.1648Cr0.2207Fe0.3006Ni0.2105,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:6861
Al0.1037Co0.0945Cr0.2860Fe0.3932Ni0.1226,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:6711
Al0.1037Co0.4014Cr0.0891Cu0.0685Fe0.3373,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7556
Al0.1037Cr0.4298Cu0.2985Fe0.0955Ni0.0726,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7814
Al0.1038Cr0.3881Cu0.2747Fe0.1323Ni0.1011,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7798
Al0.1039Cr0.4296Cu0.2987Fe0.0949Ni0.0729,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:10296
Al0.1040Co0.1850Cr0.2020Fe0.2740Ni0.2350,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:9877
Al0.1040Co0.2080Cr0.1100Cu0.3140Ni0.2640,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8527
Al0.1040Co0.3060Cr0.1200Cu0.1060Ni0.3640,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9263
Al0.1040Co0.4010Cr0.0890Cu0.0690Fe0.3370,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9127
Al0.1040Cr0.3880Cu0.2750Fe0.1320Ni0.1010,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8231
Al0.1041Co0.1853Cr0.2018Fe0.2739Ni0.2348,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+AM,,,peivaste:6795
Al0.1041Co0.2083Cr0.1101Cu0.3140Ni0.2635,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5969
Al0.1042Cr0.2083Fe0.3125Mn0.2083Ni0.1667,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+IM,,,peivaste:229
Al0.1044Co0.3057Cr0.1199Cu0.1058Ni0.3641,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7362
Al0.1049Co0.3228Cr0.1022Cu0.0899Ni0.3802,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7372
Al0.1049Cr0.3347Cu0.2418Fe0.1788Ni0.1399,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8782
Al0.1050Co0.2800Cr0.2170Cu0.1630Fe0.2350,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9545
Al0.1050Co0.3230Cr0.1020Cu0.0900Ni0.3800,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9642
Al0.1051Co0.2533Cr0.2482Cu0.1842Fe0.2092,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:10217
Al0.1053B0.0526Co0.1053Cr0.1053Cu0.1053Fe0.1053Mo0.1053Ni0.1053Si0.1053Ti0.1053,10,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:1869
Al0.1053Co0.1754Cr0.1754Fe0.1754Ni0.3684,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+IM,,,peivaste:10727
Al0.1053Co0.2632Fe0.2632Ni0.2632Si0.1053,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:408
Al0.1054Co0.2800Cr0.2168Cu0.1632Fe0.2347,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7567
Al0.1054Cr0.3348Cu0.2416Fe0.1786Ni0.1396,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7774
Al0.1055Co0.1812Cr0.2690Cu0.2239Ni0.2204,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7293
Al0.1055Co0.2532Cr0.2484Cu0.1845Fe0.2085,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7486
Al0.1056Co0.1673Cr0.3409Cu0.2450Fe0.1411,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7418
Al0.1058Co0.1638Cr0.1127Cu0.4088Ni0.2089,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5958
Al0.1059Co0.1272Cr0.2572Fe0.3465Ni0.1631,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:6764
Al0.1059Co0.1638Cr0.1129Cu0.4086Ni0.2088,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8247
Al0.1059Co0.2058Cr0.1349Fe0.3307Ni0.2228,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:8159
Al0.1059Co0.2061Cr0.1349Fe0.3305Ni0.2226,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+AM,,,peivaste:6459
Al0.1060Co0.1000Cr0.1070Cu0.5540Ni0.1330,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:10071
Al0.1060Co0.1670Cr0.3410Cu0.2450Fe0.1410,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8424
Al0.1060Co0.1810Cr0.2690Cu0.2240Ni0.2200,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:8745
Al0.1061Co0.1000Cr0.1066Cu0.5541Ni0.1332,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6012
Al0.1061Co0.1211Cr0.3914Cu0.2783Fe0.1031,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9529
Al0.1061Co0.2893Cr0.1391Cu0.1201Ni0.3453,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8320
Al0.1062Co0.1215Cr0.3910Cu0.2780Fe0.1033,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7447
Al0.1062Co0.2893Cr0.1388Cu0.1204Ni0.3454,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7350
Al0.1064Cr0.2128Fe0.3191Mn0.2128Ni0.1489,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+IM,,,peivaste:228
Al0.1068Co0.2252Cr0.1150Cu0.2710Ni0.2819,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5974
Al0.1070Co0.1552Cr0.1314Fe0.4348Ni0.1716,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:6448
Al0.1070Co0.2250Cr0.1150Cu0.2710Ni0.2820,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9074
Al0.1070Co0.3140Cu0.0750Fe0.1180Ni0.3860,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8145
Al0.1070Cr0.1303Cu0.1003Fe0.3732Ni0.2891,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7883
Al0.1071Co0.1786Cr0.1786Fe0.1786Mn0.1786Ni0.1786,6,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC+IM,,,peivaste:5486
Al0.1071Cr0.1301Cu0.1001Fe0.3734Ni0.2893,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:9769
Al0.1071Cr0.1786Cu0.1786Fe0.1786Ni0.3571,5,borg2020;peivaste,FCC,0,FCC,,FCC,FCC,,FCC,,10.1063/1.3587228,borg2020:33;peivaste:197
Al0.1071Cr0.1786Fe0.3571Mn0.2143Ni0.1429,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+IM,,,peivaste:5062
Al0.1074Co0.3141Cu0.0749Fe0.1176Ni0.3860,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7010
Al0.1075Co0.3866Cr0.1038Cu0.0781Fe0.3240,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7549
Al0.1076Cr0.3597Cu0.2592Fe0.1532Ni0.1203,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7786
Al0.1077Co0.1327Cr0.1344Fe0.4827Ni0.1425,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:6434
Al0.1078Co0.1335Cu0.1767Fe0.4070Ni0.1750,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:5833
Al0.1079Co0.1339Cu0.1768Fe0.4066Ni0.1748,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9223
Al0.1079Co0.3866Cr0.1039Cu0.0779Fe0.3237,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9201
Al0.1080Co0.2050Cr0.1840Fe0.2440Ni0.2590,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:9719
Al0.1080Cr0.3600Cu0.2590Fe0.1530Ni0.1200,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9675
Al0.1081Co0.0741Cr0.4044Cu0.3213Ni0.0921,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8150
Al0.1081Co0.2054Cr0.1838Fe0.2440Ni0.2588,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+AM,,,peivaste:6809
Al0.1081Co0.2062Cr0.2402Cu0.2002Ni0.2452,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:8302
Al0.1084Co0.0739Cr0.4041Cu0.3213Ni0.0922,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7281
Al0.1084Co0.2061Cr0.2399Cu0.2001Ni0.2455,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7308
Al0.1087Co0.2174Cr0.2174Fe0.2174Mo0.0217Ni0.2174,6,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:10574
Al0.1087Cr0.2174Fe0.3261Mn0.2174Ni0.1304,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+IM,,,peivaste:227
Al0.1088Co0.2286Cu0.1807Fe0.1855Ni0.2964,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5785
Al0.1089Co0.1748Cu0.1788Fe0.3097Ni0.2278,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:8226
Al0.1089Co0.2288Cu0.1808Fe0.1858Ni0.2957,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8600
Al0.1090Co0.0506Cr0.3278Fe0.4465Ni0.0660,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:6751
Al0.1090Co0.0804Cr0.2998Fe0.4098Ni0.1010,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:6723
Al0.1090Co0.1360Cr0.1160Cu0.4630Ni0.1760,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9094
Al0.1090Co0.2500Cu0.1840Fe0.1340Ni0.3230,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:10133
Al0.1091Co0.1089Cr0.1338Fe0.5299Ni0.1183,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:6501
Al0.1091Co0.1751Cu0.1785Fe0.3097Ni0.2276,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:5765
Al0.1091Cr0.3023Cu0.2212Fe0.2072Ni0.1602,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8557
Al0.1092Co0.2498Cu0.1840Fe0.1338Ni0.3233,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5786
Al0.1093Co0.1357Cr0.1159Cu0.4628Ni0.1762,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5944
Al0.1093Cr0.3017Cu0.2214Fe0.2074Ni0.1602,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7760
Al0.1094Co0.1562Cr0.2344Fe0.2344Ni0.1562Ti0.1094,6,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:3078
Al0.1096Co0.2408Cu0.1821Fe0.1580Ni0.3095,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5791
Al0.1099Co0.1798Cr0.1179Cu0.3636Ni0.2288,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8279
Al0.1099Co0.2687Cr0.1219Cu0.1708Ni0.3287,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:10069
Al0.1100Co0.0500Cu0.1500Nd0.6100Ni0.0800,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:2734
Al0.1100Co0.0500Cu0.1500Ni0.6900,4,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:3649
Al0.1100Co0.1780Cr0.1780Fe0.1780Mn0.1780Ni0.1780,6,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:1434
Al0.1100Co0.2410Cu0.1820Fe0.1580Ni0.3090,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9880
Al0.1100Co0.2691Cr0.1215Cu0.1707Ni0.3286,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5976
Al0.1100Fe0.3400Mn0.3900Ni0.1600,4,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:1375
Al0.1101Co0.1799Cr0.1179Cu0.3635Ni0.2286,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5957
Al0.1101Co0.2412Cr0.1181Cu0.2322Ni0.2983,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8603
